0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-0.7034080089207234,-0.8007014710336334,-0.27247027023046594,-0.5274709769528663,-0.08439095945988487,-0.12859515452810663,0.14572462997239494,0.11398328555170133,0.034345795175197036,-0.1066479535151416,-0.21947113387736567,0.05726039154961495,-0.1441928348764187,0.01864278220226856,70,20
-0.720227795312126,-0.799085644641814,-0.09658220815236968,-0.5150718586322731,-0.07976191637351965,-0.12767691677070078,0.15763049742785398,0.1036989742566387,0.046460215522402926,-0.09698297052570579,-0.21896317893597014,0.06639081377091857,-0.1462213731685216,0.00837325428581716,40,10
-0.7188402533121636,-0.8047926220596834,-0.02892906670632429,-0.5020982156239728,-0.06853778896124518,-0.124542057712168,0.16869587792770502,0.08469430103395907,0.05916575129695968,-0.1006601348530932,-0.20659179954616377,0.07531494483703016,-0.12722857364100373,0.00022542851399208247,40,0
-0.7211926429009936,-0.8144601620031697,-0.4808919787846539,-0.4741374355390598,-0.07154294003551787,-0.1256572689042278,0.1753976534772659,0.07189962855412026,0.06101868006671862,-0.08922048223293988,-0.1988777224690732,0.07297548469581741,-0.10764341827981122,0.0018099066219501797,30,0
-0.756089048253002,-0.7979349339332013,0.011653896777300183,-0.4758724244110769,-0.07598753273646786,-0.12331400596134516,0.18203088993735975,0.06357453410102508,0.06768901551624831,-0.0769422762233633,-0.18268867466851013,0.06857081349090025,-0.10498300092624174,0.008335406280474134,50,0
-0.7379375011144322,-0.8105062849791156,-0.6309373853504319,-0.4667227799822132,-0.0668216716497204,-0.12182518375409476,0.1868031554540824,0.049097946135217216,0.05229720055377892,-0.07131536437690353,-0.18578805901363957,0.06804456282181587,-0.09807803302421178,0.011576542032855573,50,0
-0.7647688170952965,-0.8078903572833767,-0.3457440074787391,-0.4874888455478576,-0.06487141328205763,-0.11660829547595171,0.18626539398228253,0.041392843833148986,0.04458092596578324,-0.06616506693193834,-0.1902271830928091,0.07277059566991258,-0.09047987104297445,0.013776853563247022,60,0
-0.7701929434744333,-0.817624494650466,-0.43810714900427616,-0.49500952905387624,-0.059254567069941005,-0.11296249387223116,0.18595636569414808,0.03561101952719822,0.031633796394470885,-0.058176039583710516,-0.19049485927749868,0.06966422824155967,-0.09033862461820102,0.0153434452083999,50,0
-0.7784127089825635,-0.8205647831743734,-0.33642505562145586,-0.5054261196691245,-0.06068019405645986,-0.1063868542957021,0.17977596185644884,0.030908941425824017,0.019002244306970992,-0.051194463823547136,-0.1894980208947562,0.06739989097830917,-0.08528627672605546,0.018023289867234973,60,0
-0.8262446514272003,-0.8028682868894144,0.5252142695377823,-0.5396663634713175,-0.061988087125779905,-0.09730159161034464,0.17072723923278635,0.03299174756165283,0.012803010925680194,-0.05006872165214942,-0.19294048265805347,0.06607258049457437,-0.08609358350884198,0.021156941994850412,60,0
-0.803853614107073,-0.8205455991841761,-0.1090852950403283,-0.5236710289223372,-0.04981041757094053,-0.08930771773775655,0.16778119536483332,0.021070734256004246,-0.0015899215286409199,-0.050137265199908417,-0.18898127608556411,0.0675692779518672,-0.08265040687986606,0.02649556764964432,60,0
-0.8367906176163794,-0.8059048221110324,0.3620234229881326,-0.5320320401535732,-0.05407910250614812,-0.09205292691583296,0.1748883625839743,0.021570718678380757,0.006141557789935854,-0.047532856076913356,-0.18789929438088127,0.06314977474560808,-0.0817756484589907,0.021216411814583072,50,0
-0.856486260503113,-0.7970116226663602,0.5035223878617433,-0.5345512404141224,-0.06564097938456322,-0.09978824170418003,0.17891778889172802,0.027831189334060775,0.009838340810188546,-0.0489582507014009,-0.18561276728457787,0.05161580318386029,-0.07151193535341786,0.023724021229443143,50,0
-0.8294647123130122,-0.8058197320426964,-0.15692407548083157,-0.5070905488537955,-0.0656210790030939,-0.1071707301608454,0.18476832635692353,0.028787822635323944,0.012900348645527212,-0.04833651188283888,-0.17741334328426636,0.04587165983730223,-0.06710521932154573,0.027253631809392328,50,0
-0.8090328901506665,-0.8125205383659572,-0.6502873211914074,-0.48308267313701864,-0.06695241187004414,-0.11481110486995894,0.1904000526022283,0.032047491224532536,0.015092171877867603,-0.05043008568284714,-0.1732812133348879,0.03923104369320076,-0.06596954906009107,0.02885177924980776,50,0
-0.8423597480887067,-0.7952760867270511,-0.2673656353338726,-0.4943811187367193,-0.07731979774888398,-0.1216636418179044,0.19162503535161787,0.042475955355396354,0.02256026165107071,-0.06251632964631904,-0.1629764466043094,0.031777693975729104,-0.06375308891118532,0.0172264536329462,50,0
-0.8762714929528012,-0.7767536977367168,0.28069041441672066,-0.507458749912465,-0.0820479162049368,-0.12391715867579935,0.19582707072460295,0.044089217646064584,0.033303106069208874,-0.06359376098883784,-0.15794206249996784,0.02546308176010929,-0.055853506054285976,0.019307052027356865,60,0
-0.8536346385809492,-0.7851352824745618,-0.26500066067672656,-0.4991471851754058,-0.07311452257676503,-0.15042772259606585,0.17230593647155942,0.026140521002187053,0.0189747369242963,-0.06302199854420461,-0.15632200292162216,0.031011988720503723,-0.06156088549850075,0.0208626382512338,60,0
-0.8775851225476463,-0.7720918715447641,0.14808100500545907,-0.5234973988721557,-0.07742978894302183,-0.1748847164741825,0.14243888578280234,0.015641582394180738,0.007651189020642697,-0.06456018473047412,-0.15872127277648657,0.035456348512386625,-0.055918254181063026,0.025338997755570632,40,0
-0.8922775136459736,-0.7571896341725005,0.44457145179834084,-0.544765785139578,-0.07704880483887033,-0.19955286099853237,0.11499711137835268,0.0033685596744532243,4.230860607224208e-05,-0.0641917602007377,-0.15747370135452096,0.038728968238738753,-0.06111528793788513,0.029939321496240262,30,0
-0.9026138785989805,-0.747848595282415,0.4655832452545591,-0.5602781857234919,-0.07735751765740519,-0.22806003187055313,0.09176749896435474,-0.0091120002334999,-0.008601385779450561,-0.05800260333394865,-0.15848029336652636,0.045764243024559156,-0.07217200032231934,0.033478769399788534,30,20
-0.8680537350378631,-0.7662754659248562,-0.19074172266834685,-0.5496942704963516,-0.06782098990707078,-0.2582069098702601,0.06622861577971614,-0.01795840207314302,-0.02645676742986428,-0.059439352602538,-0.1499158219401821,0.039819882801927185,-0.08451795374163905,0.044209400038078335,30,10
-0.8556429247279471,-0.7790431710046072,-0.20537495336022732,-0.5598428153170925,-0.056844942130180584,-0.28457300458095747,0.035106567749872065,-0.02165744241761985,-0.043672711816769925,-0.067971282619944,-0.13682842841940254,0.024093352629517426,-0.0951116814814223,0.0421256575278725,40,0
-0.8842619413359846,-0.789093759996599,0.522705160776796,-0.5858635824082356,-0.06214482552975406,-0.2611447207823671,0.051157071453363644,0.015485785427122799,-0.037327854317014963,-0.08357475146349937,-0.11825251085808532,-0.010118294580703312,-0.09413279328206256,0.0388958795717631,50,10
-0.8618184444082301,-0.8215173224094158,0.16866477623010898,-0.5766155392326676,-0.05986855918402721,-0.24248901173729753,0.07335252995958713,0.04585424854562934,-0.03454242859140473,-0.09605258346025439,-0.10124115235042228,-0.03690423108924342,-0.09300604286766667,0.04122555877076742,50,0
-0.8665070963716057,-0.8389362601497816,0.3057914393000267,-0.5790999269838262,-0.06882305258936001,-0.22185971991550207,0.08630495233019775,0.08685557565269768,-0.03096153970969716,-0.1100591890861588,-0.09573759090028233,-0.06254160949715368,-0.09032974101564742,0.034726327815276625,50,0
-0.8477030378585295,-0.8642451438276514,0.11469284333613902,-0.5746824295710832,-0.07465683903635961,-0.20637436335558484,0.1105089921932089,0.11579548813792367,-0.024676514193921525,-0.12511348353439164,-0.0990688796746377,-0.07493124257869412,-0.0771007527448061,0.02635521000876824,40,0
-0.8616072333807153,-0.8699062023203358,0.5355440841570502,-0.5942955520392925,-0.08169584939042368,-0.1906276090744353,0.13107335414560056,0.15424456986219434,-0.013438072364907266,-0.13449529087591675,-0.09906707922676494,-0.09698271383269123,-0.07178438682272907,0.025714628697383245,50,0
-0.8434393465301716,-1.0355394600430972,0.16218852013575466,-0.39542448451686624,-0.08373139558996705,-0.4953436628589068,-0.18717693838956304,0.3982149984877013,-0.08193376455174871,0.010331987118521152,-0.03422653032253992,-0.10790131228443735,0.05752105298516233,0.20703110709992972,40,0
-0.8457959336337194,-1.0081864902354207,-0.17948169766853975,-0.37005631889004553,-0.09390503165108348,-0.5530708443607502,-0.20818124146245118,0.35118830508666604,-0.09047801310053928,-0.008816142604321049,-0.0230125900652692,-0.1040590394286325,0.046831518123290825,0.19732756880457206,40,0
-0.8757545693284073,-0.9674675538501745,0.24230219696377567,-0.3842943640194936,-0.11417257535620912,-0.5378840839775981,-0.17210001675368752,0.3491845629669699,-0.07835173260002677,-0.016931642293503017,-0.03590267781861294,-0.09390558943583126,0.05834763712898103,0.1920428143170387,30,0
-0.8809924321597772,-0.9410714638084479,0.24111789437807046,-0.38403778224840385,-0.12379541390431194,-0.5211152439335534,-0.13521636332579223,0.3445015083380952,-0.07088268710108399,-0.03364631818881186,-0.03260169422560966,-0.09661433416628154,0.05874054262953756,0.19149354525153794,180,20
-0.8811779918592212,-0.9128563910114761,0.05008399438195295,-0.3732791934568443,-0.1423721726138119,-0.5012323706439622,-0.10154807810760619,0.337597617745457,-0.06297787479367058,-0.04091558689435954,-0.0285397662078271,-0.09197916049000816,0.05900906859525289,0.20334266364485104,350,30
